id	text	HS	OF	HT
1097922597629632512	soy liberal individualista. Como todo zurdo tarado solo podes pelearte con un hombre de paja.	1	0	political
1097934600767238144	Estoy en el coche del chico este y huele como el puto culo, osea de normal huele mal pero le añades el sobaco i es asqueroso	0	0	N/A
1097972212605177856	puta es mas corto que prostituta y andaba corto de caracteres, y es la misma cosa. Y sí, que des por sentado eso que dices es lo mismo que decir que los negros son más propensos a robar y matar, eso supongo que para tí es racista, pero es una realidad también. Coherencia please	0	0	N/A
1098005883160809472	Como te extraño joder negro puto pic.twitter.com/7YKvJROSvq	0	0	N/A
1098013581298335744	Es mejor tener pibes rogando por un laburo de mierda y no un hijo chorro !!!Eso si enoja mucho.	0	0	N/A
1098100820002988033	Mira eh, qué putísima rabia, puto fiemo asqueroso, soy yo y bueno la qué lio...\nhttps://twitter.com/puigmelont/status/1096716280214761472?s=19 …	1	0	homophobia
1098121570881626113	A ver si como nos organizamos para marchar contra el EPN hacemos una revolución contra este maldito puto viejo estupido @lopezobrador_  \nCc: Todos los pensantes. (Que somos los menos, pero pensando ganamos).	1	1	political
1098186050147700736	Dejenla tranquila que siga meditando y está en buen recaudo pronto lo acompañará Lourdes, Villaran entre otras, hago alusión porque los fujiapristas li primero que te dicen rojete,  comunista, caviar etc . Igual que se vayan todos los corruptos e indeseables pic.twitter.com/IiL6LQvL3Y	0	0	N/A
1098233530239406080	Una maracucha arrecha  llega a la Farmacia y le dice al Farmaceuta: \n- Necesito que me vendáis un frasco de Arsénico!!!..\nEl tipo le dice: \n- 'Táis loca !!!! Qué váis a hacer vos con Arsénico??? \nLa mujer histérica grita:\n- Voy a matar al trimardito traidor de mi marido!!!!.	1	0	misoginy
1098234994743492609	Este imbecil @Miguel_Pizarro es un chavista disfrazado. La mejor ayuda humanitaria es que desaparezca el sistema comunista junto con las demás lacras de la MUD. Ose tu y tu combo comunista.	0	0	N/A
1098250878514024450	Qué pedazo de ignorante.\nEl cáncer se puede prevenir si es tomado s tiempo.\nCONTROLES !\n\nVamos chiKes luchadoras por los derechos de la mujer: MILITEN SOBRE EL CÁNCER\n\nA uds. solo les importa ABORTA GRATIS\n\nLes está saliendo caro ?\n70 lucas aprox.\nCaro ASESINAR !	1	0	misoginy
1098251485052354562	¿En qué momento las TERF de mierda se apoderaron de esta marcha feminista?\n\nPor favor, no es posible que su odio avance dentro de las filas del feminismo. pic.twitter.com/VDqDWhOhvt	1	1	misoginy
1098254822468399104	Jajaja, él es el único q puede insultar y el único q puede convocar manifestaciones. Eres un payaso fascista. Quítate las gafas de sol cuando estás en consulta.	0	0	N/A
1098274437655379968	Vas a iniciar una guerra, corrupto fascista!!!	1	0	political
1098300766270439425	de @naparmendariz \n\nEsto es terrible, el comunista socialista demente de Nicolás Maduro acaba de ordenar que 25000 toneladas de ayuda humanitaria sea tirada al río porque según este mediocre: Venezuela no necesita ayuda y no existe escasez alimenticia pic.twitter.com/I6aduiPFSv	1	0	political
1098319352091369472	De verdad te estas comparando con una perra? Es algo asqueroso si pero la zoofilia también es cosa de mujeres ya que se han dado bastantes casos, pero probablemente seas tan ignorante que veas por las noticias que un puto enfermo degenerado a abusado de una cabra y ya digas +	0	0	N/A
1098337129669844993	Cállate narcotraficante, perro desgraciado.  Mereces la silla eléctrica junto a la puta zorra de tu mujerhttps://twitter.com/vwinstonv/status/1098301938930774016 …	1	0	misoginy
1098394545904148480	Hijo de tú perra madre... de verdad que eres un puto cínico de mierda. Te lo pido como mexicano. No seas parasitó sinverguenza @VicenteFoxQue ati te habló basura. Cállate no seas marrano.... ya no ay palabras para un parasitó como tu..... ten vergüenza	0	A	N/A
1098436669903171584	Esos contenedores están vacíos y fueron a darle una vuelta a la manzana. Pura propaganda comunista mediocre y conspiradora y de paso cara dura	1	0	political
1098466791070814208	Jajajajja que leyes pues perra comunista. Anda cavando tu tumba el 23 mueren malpatidos hdp. Tu elefante NARCO ASESINO MUERE JAJAJAJAJAJA. VIVA  LIBRE. FUERA VENECOS CHAVURRISTAS.	1	1	political
1098576669537955840	"Cuando voy al chino, mi perro me esta esperando mirando la puerta y le digo con voz de idiota ""Me extrañaste?! Porque YA VOLVIIII!"" y le empiezo a bailar.\n\nNo cuenten como vivo.https://twitter.com/unamadresoltera/status/1098548786014629888 …"	0	0	N/A
1098639038783913986	"Vos despues le decis ""gordo puto"" o ""le dejas el ojo negro"" y se hacen las victimas, que son agredidos porque ... http://www.taringa.net/El_4to_Mono/mi/Ul1Hc …"	1	0	homophobia
1098726327132274688	Sigue insistiendo con Botta este tipo, y yo a estas alturas doy por $entado las razones. Hay que recuperar la torta que pu$ieron por este burro y mientras San Lorenzo hundido en la tabla.	0	0	N/A
1098764824731967490	Maldito descarado chavista hijo de puta!!! Cuantas veces acusaste “a los gringos” de injerencistas en tú claro discurso chavista/comunista???	0	0	N/A
1098786283525156864	El maldito colorado no se va con nada, shoro. Por 3ra vez me voy a poner negro y sigueee	0	0	N/A
1098826205535584257	Ojalá al igual que Samuel moreno termine en la cárcel este payaso improvisador ladrón corrupto estafador https://www.facebook.com/713243041/posts/10156249214033042/ …	0	0	N/A
1098893661679554561	Chris Paul es el jugador más asqueroso de la NBA. Que le cunda seguir siendo un puto perdedor https://twitter.com/LWOSLALakers/status/1098838419684364289 …	0	1	N/A
1098934691342811136	puto cerdo te has cagado encima maricon asqueroso	1	0	homophobia
1098957929431093248	Moy bueno que tu punto de vista sea marcha feminista=carnaval (tradicion FESTIVA) de día de muertos. Seguis sin captar que te estoy diciendo que el problema no es el glitter si no tu comparación de mierda.	1	1	other
1098976383794057217	Pero es sobre la ruta hdp jajajaj dejaáaaa prefiero dormir en el indio	0	0	N/A
1098980274787008513	puto y ladron.... queremos a peron https://twitter.com/danilerer/status/1098899390230609920 …	1	1	homophobia
1099026770932781062	La reconcha vien de tu reputisima vieja la puta esa que se revuelca en la cama por 5 centesimos con cualquier negro la hija de remil puto trola del orto bomito de la naturaleza soplapito gay trabuco negro chupa pingo .	1	1	misoginy
1099047278801674240	@irinabaeva1 en verdad que eres una zorra hipócrita,de lo peor eres una vergüenza,sigue soñando si piensas que ese puto asqueroso de @gabrielsotoMEX se quedará contigo;si estando casado y comprometido con 2 niñas se atrevió a abandonarlas que te espera a ti...jajaja suerte 	1	1	misoginy
1099048319123361792	@MaestraNiurkaT entiendes que eres cómplice cuando apoyas al burro y narcodiosdi entiendes que ko se puede ser comunista y al mismo tiempo nombrar a Dios \nO es chicha o limonada decídete https://twitter.com/cristiancrespoj/status/1099016519957315585 …	0	0	N/A
1099051123414048769	puta anarco feminista es bárbaro te digo...	0	1	N/A
1099053926840713217	Vení a casa a tomar mates negro de mierda ya compré torta fritas	1	1	racism
1099061959675256832	Y que se puede esperar de ese negro ignorante	1	0	racism
1099080016464359424	Soy trabajadora social feminista, de izquierdas y anticlerical, mi compromiso a favor de que las mujeres se liberen de bastardos como vosotros supera al ámbito laboral. Creo que cumplo los requisitos para estar en vuestra lista de mierda.\n#ApuntaMiNombreVox	1	0	other
1099095629580718080	Yo salgo a buscarlo con una 44 Magnum, recuperé el mío gracias a Buscar mi IPhone \nEl chorro es muy imbecil al no sacarle el chip.	1	0	racism
1099099748747931649	Estaba en la casa de mi abuela y la estupida de mi no se llevo ropa, pero tenia algunas cosas alla, y tenia el short de shean blanco q habia usado ese dia y otro negro,  y el q tenia puesto estaba sucio entonces me puse otro q tenia pero me meti abajo de la lluvia y obviamente +	0	0	N/A
1099140490367258624	"decidieron ""no matar"" a zethrid y ezor para no admitir que habían matado a todos sus personajes lgbt."	0	0	N/A
1099279842502168576	Hay algo más puto asqueroso en existencia que los váteres alemanes en los que el producto no cae al agua sino en una superfície plana??	0	0	N/A
1099289244953128960	No puedo creer que haya gente que voto al ladron ignorante de mugricio! El peor presidente de la historia lejos!!!	1	0	political
1099293663975432193	Zurdo socialista de mierda no te esconda y te calle como rata como esta acostumbrado a ser defiendan a tirano de Mas-burro	1	0	political
1099299659720347648	Quien le explica a esta perra que Petro es millonario y vive como oligarca.\n\nAl igual que todos los lideres de izquierda incluido su líder Maduro.\n\nPopulista de mierda. https://twitter.com/CathyJuvinao/status/1099027559407407104 …	1	1	political
1099317782901125121	Todo vuelve negro hdp!!https://twitter.com/rialjorge/status/1099264763580899328 …	1	0	racism
1099320200246251520	Querida señora, si entra al local y ve que estoy atendiendo no interrumpa y pida que la atienda. Espere su maldito turno!! Atiendo cobro y armo el puto regalito yo sola ESPERE	0	0	N/A
1099329800215375873	Es más no sé ni qué haces aún dentro de la comunidad, con todo tu negro y asqueroso historial ( semejante a tu rostro) deberían echarte y banearte de todos los grupos y competiciones de COC	1	0	racism
1099349285374775296	Cállate negro sucio ladrón	1	0	racism
1099358901647147009	El hijo de puto de mi hermano es un asqueroso, lleva toda la vida robandome ropa y dejándomela grande e inutilizable para mi y el sabiendo que no tengo para unos putos zapatos y el tiene 5 pares sin estrenar no me deja unos.\n\nEste se va a cagar.\n\nDigo hijo de puto porque	0	1	N/A
1099369756677816320	Confirma ud lo q todos pensamos sobre su posición política por la cual nunca Hizo nada por enfrentar la dictadura chavista desde la OEA !! Ud fue cómplice del desastre Chavista Ud. Es una vergüenza para chile y Latinoamérica ... su ambigüedad es criminal	0	0	N/A
1099375728620118017	"El burro dice ""Cuando hay que echar pádelante voy yo primero"", subido en un escenario en Caracas y rodeado de guardias rusos. Cobarde, como buen comunista."	0	0	N/A
1099375813491748865	@juanes eres un hijo de puta. Sabes que Israel MATA niños mujer diestra y siniestra. Ojalá te pudras gran hijo de puta. Eres un inconsciente.	1	1	N/A
1099391468765147136	Antes intentaba poner en práctica la solidaridad de género y creía que los hombres eran los terribles, pero con tanta niña buscona hoy en día, el tema es grave.	1	0	misoginy
1099401882668359680	Oiga  gonorrea , UD es un hijo de puta cínico, haciéndole propaganda a las rojas ?  Porque no se pudre de una buena vez , ya perdió todos los 8millones de votos q dimos x UD , asqueroso chavista pic.twitter.com/iEBHD7C05U	1	0	N/A
1099411924708745216	Marico y Marcel Granier? Tambien? Eladio Larez? \n\nA todas estas negro, cual crees que tu que sea la solución? Esperar a que activen nueve medidas más de mierda para solucionar la crisis económica y social?	0	A	N/A
1099423084535312384	El payaso no tiene vergüenza, él vive a todo trapo y los otros dando la cara en su tierra...hay que ser ruin y mezquino para ser así....pero tranquilo, que a cada cerdo le lly su San Martín....( Proverbio indio)	0	0	N/A
1099428003380117509	Esta sra es un ejemplo de mujer, ayuda comedores chick en zona norte , así q callate	1	0	political
1099433540620636160	Cuando dejemos de ser una mierda como sociedad y en vez de decir es un negro de mierda le preguntemos al pibe que siente y compartamos un mate, capaz, todo cambie	0	0	N/A
1099442416942305280	vivimos en un país de mierda en el que la mujer no tiene derecho a nada por el simple hecho de ser mujer, dónde si decís las cosas como son te matan y dónde tratan una violación cómo poca cosa. Que asco, ojalá algún día dejemos de vivir con gente tan hipócrita y pesimista	0	0	N/A
1099444840595668992	Despues d ponerte un puto cogidon como t lo mereces meteria mi verga en tu boca d puta mamadora y ahi m chorrearia	1	1	misoginy
1099446061108740096	Y vos sos un chorro de mierda. Todo lo que tenés es robado puto cerebro quemado	1	0	racism
1099476194184052748	"Lo de ""Nos tienen que matar para que nos crean"", creo que se refiere a que nadie le creia y que ahora que se murio todos comenzaron a ""de seguro la mataron a los que acuso"", no es difícil entender eso, no es por ser mujer, es por decir cosas de personas poderosas. La chica +"	0	0	N/A
1099476723199078401	Calla feminazi jeje	1	0	misoginy
1099483434018312193	No siempre coincidí con lo que Natacha decía. Pero me parecía una mujer fuerte, que luchaba por lo que creía. Podes no estar de acuerdo con ella, no quererla, pero lo que hizo #MercedesNinci es asqueroso. Hay una familia que merece respeto.	0	0	N/A
1099493802660823041	amigo estas empeñado en darme clases de historias, y no, eres un maldito chavista.	1	0	political
1099544634114613249	Vergüenza!!??\nEs hipocresía !!! Hipocresía en todo su esplendor..\nEsta mujer es falsa, hipócrita, narcisista, doble cara y una farsa de mujer..\nEs engendro del socialismo más criminal que ha existido	1	A	political
1099563320875646976	Ojalá hubieses mencionado a Maria Gabriela pa decir que vas a repatriar todo el maldito dinero que tiene esa hija de la gran puta que se robo el muerto de su asqueroso padre a toda Venezuela. No pa hacer quedar bien a esa peaso e familia de asesinos como lo son los Chávez	1	0	political
1099563692658749441	Creo poco en los políticos Venezolanos y detesto que utilicen esa táctica, me recuerda a cualquier chavista de mierda promedio, pidiendo porque Chávez este vivo y no esté ocurriendo todo esto. Siguen haciendo crecer su imagen, es un maldito y debe ser recordado como tal.	1	0	political
1099570375388729344	Puta buscona  \nIgual que la otra 	1	1	misoginy
1099576517598814209	Hermosa revolución? El cdtm. que sabe burro de revolución;  ladrón de mierda.	1	0	political
1099592614666477568	Pero yo es que un puto tiro en toda la frente le daba al hijo de puta de maduro!!!https://twitter.com/BoseOfficial/status/1099397297174134785 …	1	0	other
1099653063713964032	Joan Manuel Serrat le responde al facho de @AlejandroSanz pic.twitter.com/qgnbjSQ3Wj	1	0	N/A
1099662721086296065	Remamahuevo indio de mierda	1	0	racism
1099680104526028807	Si quisieran intervenir venezuela militarmente no habria sido con camiones llenos de comida maldito imbecil\nEs hora que dejes tu puto cargo y te internes en un hospital psiquiatrico  \nVes la maldad en todo menos en donde la hay	0	1	N/A
1099696173928144897	ësto veia yo cuando era pendejo, Una serie donde la rosa era mujer , la amarilla era oriental y el negro era negro. Y acá estoy, no discrimino a nadie ni soy un violento, asi que cayense negros de mierda. Manga de trolos mal cogidos. https://www.facebook.com/matias.orihime/posts/10156784269857324 …	1	0	racism
1099699203817775104	putos niños de mierda que tiran petardos y jugan al fortnite a ver si se puto mueren	0	1	N/A
1099706841527914497	El facho @RicardoMoran, se ha unido al club de los intolerantes q me bloquearon, y ni cuenta me había dado....\nDebo estar haciendo algo muy bien...pic.twitter.com/jPQowZ79ci	1	0	political
1099709450959679490	Por lo menos cambie la terminología comunista, lo hace menos evidente terrorista de mierda, bsbababa lacayoooo, estúpido ignorante	1	1	political
1099712915412828161	"Ya le hice el llamado a tu dios aurelio para que llame a Diosdado y se vayan del poder por las buenas. Únete a ello o ¿también disfrutas del ""gobierno"" chavista del burro bigoton?"	1	0	political
1099726189994934273	A los hombres les dió curiosidad...\nCuriosidad por ver a una mujer muerta\nDespués saltan cuando se reclama q nos dejen de matar. El.morbo está dentro de ustedes, machitos enfermos https://twitter.com/pola5311/status/1099537993935843328 …	1	1	misoginy
1099732225636134912	El payaso de porasi quiso asustar a mi sobrino y el pendejo lo miro y le gritó puto 	0	0	N/A
1099739957516742656	El maldito y puto interés a la avaricia y codicia pasando por encima de lo que sea, con tal de estar bien ellos. Por eso esas personas que dicen tener a Dios tanto y lo replican les falta mucho de él. Que decepción tanta hipocresía	0	0	N/A
1099742999247011840	Juan Carlos Billetera eres un imbecil de esos que llaman tarifados. Es decir, hablas en función de quién te paga. Es obvio que no eres otra cosa que un mercader disfrazado de dirigente político. Un puto mercenario, nada más.	0	0	N/A
1099746687554387973	Detenida por intentar tirar a su hija de tres años por una ventana de una décima planta en la barriada Los Corazones | Diario Sur https://www.diariosur.es/malaga-capital/detenida-intentar-tirar-20190218121942-nt.html … @carmencalvo_ otra más #feminazi #existen	1	0	misoginy
1099750229665042432	Las declaraciones de los testigos de la muerte de Natacha , pintan la sociedad machista , misógina , donde la mujer no vale http://nada.Es  prostituta, y que? se repeta igual,manga de hijos de puta. Es un ser humano, mierdas!. Lo lei y no podia creer el nivel de crueldad	0	0	N/A
1099751287124566016	 la misma declaración de los que apoyaban Chapriles y nos insultaban cuando decíamos que era chavista. No solo es Chavista pero corrupto. Vamos bien 	0	0	N/A
1099751939703750657	"No te parece muy forzado? Si hubiera puesto ""maldito"" ""jodido"" ""bendito"" cadáver te estarías quejando? TODOS los diría con la misma intención, resaltar que es UN CADÁVER, no decir que ""el cadáver es puto"""	0	1	N/A
1099756392884432904	"Parafraseando al rey de España hace unos años:""Por qué no te callas!!"" Y ésto si es mío: maldito imbécil , le haría un favor al mundo suicidándose, piltrafa humana comunista."	1	1	political
1099772446176149511	Acto donde Iris Varela(perra),Ministra de Carceles de Venezuela, juramento a  reos asesinos y de alta peligrosidad, para llevarlos a las fronteras a matar a nuestro dignos Pemones y a quemar camiones con ayuda humanitaria.Que Dios le de lo que merece. pic.twitter.com/XfxrZM4zPU	1	0	misoginy
1099792134335594496	Tan pija te sentís por hacerte el facho? Sabes de los conflictos que salió este país gracias a que el pueblo se movilizó? O no sabes un carajo de historia argentina? (Lo que sería muy probable porque me la juego que votaste a Macri)	1	1	political
1099799404620509185	me cago en mi puta madre ver en directo a este hombre es un puto placer flipante y no hay nada k discutirhttps://twitter.com/melendi_fansgye/status/1099491816620130304 …	0	0	N/A
1099802117294968837	Eres el puto cáncer del cr, me das asco puta feminazi siempre metiendote en salseo para llenar tu baja autoestima deja… — Vale pero hinchar es con h, analfabeto https://curiouscat.me/Hellotailface/post/797710505?t=1551048232 …	1	1	misoginy
1099806351587528706	Esa mujer con semejante nivel de adicción, se estaba matando ella sola. El q no quiera ver eso, es un idiota. Necesita internación urgente, y la dejaron morir.	0	0	N/A
1099807060944916480	Que mujer hermosa la puta madre https://twitter.com/MileyCyrus/status/1099503103009685504 …	0	0	N/A
1099813158980603904	Se les caen los puto güevos si se dan cuenta que el hecho de que una mujer les tenga los hijos no la vuelve la puta todera y ayudan un poco?	0	1	N/A
1099829288990375936	AMLO es un comunista de mierda pagado por Chaves masburro y su partido socialista PSUV AGÁRRENSE CONFESADOS !!!! https://twitter.com/ldanieri/status/1093101037056077824?s=21 …	1	0	political
1099840034537201664	Me parece que decirle puta a alguien y jugar con la violacion es grave, o sea me sintio mal incluso leerlo, mi cora feminista me dice que te fuiste un poco a la mierda ah	0	0	N/A
1099861298957950979	"Piñera partió solo, se expuso como un vil payaso. La Pdta MB no se manda sola, y dudo q se exponga de tal manera si va a un país tan ""horroroso y en constante caos comunista"" como es Venezuela o si? Cuando vea a Piñera en Corea del Norte, me avisan ya?"	0	0	N/A
1099863472895074305	Respetame puto de mierda\n*lo caga a trompadas*	1	1	homophobia
1099864831195271168	no puedo matar al puto boss de silent hill	0	0	N/A
1099870298881454080	@DrodriguezVen maldita loca cara e simio burra bruta idiota pagaras con carcel asesina hija de tu maldito padre el ladron secuestrador ese que verguenza sentiran los quebllevan sangre sucia de ustedes en laa venas asco de gente no debieron nacer Justicia Divina ay papa	1	0	other
1099881582964473857	Que puto odio tienen los de la academia contra Glenn Close? Oscars de mierda.	0	0	N/A
1099898245986353152	Mamate un huevo maldito marisco vas arder en el infierno con toda tu maldita revolución ladrón de mierda asesino	1	0	political
1100008964597706752	El negro puto. Cubría todo. Que maravillosa jugada. Amo.	1	1	N/A
1100009462650290176	Ah no, no tenes memoria! Te dije, si no abre nada, algo vamos a organizar. Era torta Jajajaja, maldito auto corrector	0	0	N/A
1100018433272545280	Escucha, lo unico que tengo de especial es que canto de puta madre crackm puto tonto de mierda	0	1	N/A
1100021462365282304	@amt5791 hijo de tu puta perra madre, nuevamente este puto bug, maldito perro de mierda muerte hijo de tu puta madre pic.twitter.com/y7PBgSr5T8	0	1	N/A
1100026753089748993	que puto haces mussi de mierda	1	0	homophobia
1100036990119088129	Y tu @GarethBale11 eres un imbecil. Espabila puto imbecil que tienes los dias contados con esa camiseta.	1	1	N/A
1100054753277607937	"Señor @JulioBorges debe aprovechar el ""airforce número que sea"" y aprovechar para irse con su irreflexiva e irresponsable propuesta que ayuda debe entrar a su país ""por la fuerza"" y ser uno de los voceros de la intervención militar para sacar a banda chavista criminal de su país"	1	0	political
1100054793651920897	Salvar vidas @evoespueblo ? Sabes cuánta gente ha asesinado el Régimen de Chávez y luego de Maduro estos 29 años? Sin intervención extranjera eh? Pues ya está bien chavista de mierda vete pal carajo coño	1	1	political
1100060962260955136	fox sports chupame la verga, se nota que le tienen un asco a Boca, hijos de puta	1	1	homophobia
1100067643292377089	"Tú si hablas pendejadas... no se que es más estupido, si el viejo discurso comunista del ""Nacimiento del hombre nuevo"" o el del ""Fin del imperialismo"".\n@biomorgi, con 20 años de edad se puedes ser ingenuo e idealista, pero con más de 40 se es pendejo o sinvergüenza enchufado."	1	0	political
1100073558368227328	Esto me huele a macho \nCocina'o en juguito de facho \n\nNo soy tu chiquita bonita \nNo quiero tu agua bendita	1	0	political
1100080513287626752	Llora hasta que te canses, comunista de mierda, y luego, hace lo que ese pensador zurdo escribió un día pic.twitter.com/0uo02y3f6v	1	1	N/A
1100087007819255808	A la chica le tiraron un puto perdigón, casi la matan y lo que hacen es verle las tetas, cuando alguien se queja de eso vienen y le dicen que está celosa. Más idiota y no naces.	0	0	N/A
1100097827219390464	maldito wl dia en q mi perra aprendio a abrir las puertas de la cassa	0	0	N/A
1100100244442734592	este ADEFECIO que se hace llamar mujer.. será arrastrada por el Pueblo Venezolano... se jactan de matar al pueblo...	1	0	political
1100102280811081729	Ya tuve mi discusión ideológica con mi tío facho, así q ahora sigo mi día haciendo más cosas q me gustan.	1	0	political
1100107100473024518	y mientras tanto en la presidencia esta un anciano todo pendejo comunista, cinico, ignorante, terco y mentiroso.	1	1	political
1100108161900576773	Si te dicen puta Sandra lo condenaria igual, yo soy Barcelones y catalan y es un orgullo pero me avergüenza personajes como el toni ese que para ganar espectadores o que hablen mas de el tiene que ser un machista asqueroso y repugnante, los catalanes tenemos seny, ese tipo no.	0	0	N/A
1100125061489537026	Oe perra porqué en vez de hablar de mi, no te bañas carcosa de mierda chusca adefecio rctm	1	A	N/A
1100129728487481345	Eri harto wn @munoz2809 , disimula un poco la ignorancia poh, COMPAÑERO!! que no se te note lo facho pobre!!	1	0	N/A
1100143862394376193	Un país el cual llama puta a una mujer que va por la calle por pensar diferente, desinfecta plazas porque la ha pisado cierta gente, obliga a comercios a hacer huelga, corta carreteras por que sí, censura la información que no interesa en tv3, etc. no es precisamente demócrata.	0	0	N/A
1100158635165007875	"Omg tremendo libro ""Ninguna mujer nace puta"" de Maria Galindo y Sonia Sánchez"	0	0	N/A
1100161683526504448	"Una academia que acepta ""la calor"" y palabras como ""feminazi"". Yap."	0	0	N/A
1100172480059191301	Las mujeres también lo hacen\nY sigue siendo asqueroso y una puta falta de respeto	0	0	N/A
1100175226325950465	Coma mierda biejo orrible hdp, frentudo ladron y corrupto, solo ablar Mirra saben analfabetos terengos indios	1	0	racism
1100177846960558083	termino de rendir y le caemos al puto del negro, hay q sacarlo a algun ladoo	0	0	N/A
1100184642261565442	Ehh totalmente puto calentamiento global y puta mierda todo	0	1	N/A
1100186753875537921	negro de mierda	1	0	racism
1100192166851293184	Quiere ver a su público sin un mango y un país endeudado hasta el ogt y habla de las cosas que hace alguien que no hizo un carajo más que endeudarnos y fugar plata, lo facho no te deja ver la realidad Juan, y la realidad es que la gente no la está pasando bien capo.	1	0	N/A
1100211435966210053	Qué tipo de enfermo eres cabron??\n@Borregouu\nTu y la pinche gente que graba ya sea en la calle o en los baños. Tu y la maldita gente que ve esos videos. \nMaldito puto asqueroso!!!!	0	A	N/A
1100218195674361856	Que chingue a su madre el puto argentino de mierda	1	0	other
1100225804741632001	Leander Kills - Aranymetszet (Official Lyric Video) https://youtu.be/oiQtdc-0QkI  vía @YouTube No puede ser tan lindo el nuevo tema la puta que lo pario, es el puto amo	0	1	N/A
1100228848514490368	Viejo estúpido malparido. Vives de la desgracia de los demas y no haces nada realmente productivo, puto zangano de mierda.	1	0	racism
1100232656741113856	Otro hdp ladrón para fuera vas chavista de mierda	1	0	political
1100233449892397056	Negro idiota dejate de hablar vejigadas. El unico mediocre sos vos estupido	1	1	other
1100238207772516352	Che vicky de mierda, te quejas de que la gente critica a la religión verga tuya (que le caga la vida a millones de personas) y que la tenes que salir a defender y vos andas criticando a la comunidad lgbt ANDA A CHUPARTE UNA BUENA PIJA HIPÓCRITA DEL ORTOhttps://twitter.com/Vickypita__/status/1098410620549038081 …	1	0	political
1100243106123915264	Hace como 20 años pensaba que Mariano Grondona era EL facho. Hoy creo que si el Dr. tuviera tuiter se lo vería como un socialdemócrata light al lado de los “libercoso” que pululan por acá. Sería una especie de Roy Cortina pobre doctor.	1	0	political
1100329545817837568	En serio es comentar lo del Colacao y aparecen 10.000 retromonguers con algun problema en la muñeca o en la puta cabeza por el cual no saben mover un maldito Colacao o sencillamente Nesquik les da una paga por publicidad y por idiotas, no me lo explico.https://twitter.com/asstalosovarios/status/1100309595132776454 …	1	1	political
1100347013613400065	No no, tonto no Es, sabe muy bien lo q pasa en Venezuela y lo que hace maduro pero lo ve bien porq es un asqueroso comunista	1	0	N/A
1100367460421775360	Felicidades Doctor!\nMucho Éxito!\nAquí en México nos quedamos con el puto asqueroso mitómano ignorante y pendejo de lopitos y su bola de huelepedos mamavergas	1	0	racism
1100393651547582465	menos mal que él todavía no sabe leer y siempre me entrega el teléfono cuando me llega un mensaje. imbéciles de mierda háganse candado chino si están tan desesperados por ponerla	1	A	other
1100401381528211456	Harta de programas de radio que se basan en contar lo que les pasó cuando fueron al chino a comprar no sé, un pack de Brahma. Basta, lee una noticia vago de mierda,	0	0	N/A
1100406280802299905	Ladrón, maricon HDP, devuelve lo que te robaste infeliz. Dejastes un país empobrecido	1	1	homophobia
1100406861147197440	Xddddd porque eres tan maricon como ellos Xddd	1	0	homophobia
1100411162645024768	Como tardan para meterlo en cana.  Que hijos de puta, gobierno de mierda. Que ladrones TODOS! 	1	0	N/A
1100411397974839296	Yo no era #feminazi hasta que me mudé aca y literal quiero partirle la cara a todos estos monos de mierda que lo que hacen es bucearte y gritarte vainas morbosas.	1	0	other
1100422576160030720	JAJAJAAJAJA parce!!! Un día que usted no se caiga marica Jajajajaja:(	0	0	N/A
1100434116296753153	En serio piensan que una mujer se ofende si le dicen puta?	1	1	misoginy
1100438150453907457	Acompañe a agus a rendir y me vengo a encontrar a un profesor q tenia yo cuando venia al colegio viejo culiado ponja hdp	1	1	N/A
1100438654164652033	que onda la gente que odia a los gay´s , o sea quedas mas maricon vos por criticar a alguien que se anima a mostrar quien realmente es.	0	0	N/A
1100454081158627331	Jajajaja marica	0	0	N/A
1100458118293659648	Cuando arranquen las prácticas pedazo de un brisco	0	0	N/A
1100459405877874688	Que gordo maricon!!! Ahora después de hacerse el machito por micrófono pide xfa que lo dejen con domiciliaria, que se va a morir por su enfermedad!! Andaaaaa!!!! Gordo cagón!!!!	0	0	N/A
1100466144861925376	Ya mamon, peor que mujer	1	0	misoginy
1100484063960489985	@lopezobrador_ viejo cagalitroso comunista de mierda! Chupapollas!	1	1	homophobia
1100485334595526656	Con Inés, he tenido una gran alegria, pero con Girauta, he tenido un orgasmo, llamadme marica.....	0	0	N/A
1100493111980187649	Fracasado ? Te digo algo lávate bien tu culo y te tomas el agua chavista de mierda	1	1	N/A
1100502714092609538	Que tiene que criticar este maricon homosexual de mierda de ella	1	1	homophobia
1100505935796228098	Verga, que marica estoy.	1	1	homophobia
1100509337993310209	Escucho a este puto ruso de mierda y de verdad no sé si realmente se cree las barbaridades que dice... Lo que pasa es que después quién les lava el dinero... Escuchar decir que enviaron ayuda cuando su presidente dijo que no tenía información #RusosMentirosos	1	1	racism
1100511439960358912	el pelitoooo marica JAJAJAJJAJA	1	0	homophobia
1100512700084310016	Los únicos enfermos que quieren milicos yanquis en Venezuela son los trumpistas y todo facho demente venezolano, adentro o en el exilio.	1	0	political
1100517041855811584	Que marica eres	1	0	homophobia
1100519584069836806	@jaarreaza recuerdas cuando acusaron y dieron orden de matar a óscar Pérez? aparte le dieron sepelio de delincuente. Eso nunca lo dices hijo de la gran puta, hay #gnb afirmando q ellos dispararon, ya TODOS en venezuela lo sabemos	1	0	political
