text	HS
RT @salomanizor: Kick her in the cunt	0
@Me_NOindirect bitch stop harassing me!!!!!!!	0
"RT @CHlLDHOODRUINER: ""bitch ass nigga square up"" &#128514;&#128514; http://t.co/xK1rpf1NPy"	0
@kaymckinneyy suck ass bum ass Yankees foh	0
RT @TripleCz_3G: Finna make a power move wit a bitch taxes we both gone be straight long as she do wat I told ha	0
RT @Heart_LessGirI: It amazes me how simple it is for girls to be insane bitches when it'd be just as easy for them to be normal &amp; sane. Ge&#8230;	0
Omg this bitch was standing and humming a very deep and annoying tone the whole time she was at the counter wtf.	0
The nerve of this nicca .. Step on my crispy ass shoes wit them dusty ass timbs!	0
It's a plane, it's a bird, nah it's just me doing laps around the dam. Lol	0
RT @lexipost30: love birds.	0
Naughty mature AV model has her sweet pussy spread by a huge&#160;dick http://t.co/IggAOoG0K7	0
idgaf bout no basic bitch	0
OT nicca word to the nigga who played jesus	0
RT @KylaMock2: bitch think she know everything ha.	0
@luchadora41 so was slavery, prohibition and not letting women to vote... segregation jim crow laws.. etc etc i can do this all day lol	0
1300 for the eggs sunny side nicca .. @EastsideDame	0
"LMAO did u really just call me a hoe? lol ""@CameronDurant15: @VroomDET @OPea4 yeah you hoe!"""	0
@regankelly91 go the gulls. First grade should be a cracker. Physical!	0
why do little scrawny white boys play ghetto rap music while they walk around.	0
@WaTch_Scenario Destiny will make Titanfall it's bitch	0
@TB12FAN that's what I thought pussy	0
Party at the house, come through bitches	0
I wish my bitch ass mother would give me my 5grand for.child support, fuckin bitch	0
pussy on my mind - bow wow	0
@ the chick who is gorgeous and so fine but her pussy stinks	0
@ashleyasatu lmaoooo I'm calling her a hoe and I'm mad? Shutcho uglass up	0
I'm on my fuck that bitch shit	0
#BOB Bass over bitches @HankJohnson11 bitches on his dick, fishes on the dock	0
@MoeEaseYaMind bitches crazy &#128553;&#128514;	0
I'm jus a trill nicca mane	0
Cuz its 187 how im killin these hoes	0
@KuntIMKeesh lmao...nigga talking like he bag bitches	0
&#8220;@HaiFuckedYoGirl: Eat her pussy nd look at her like this &#128540;&#128541;&#128540; http://t.co/ksazoyurxv&#8221;@KellieNehls	0
"I'm making a t-shirt. It says ""Ke$ha, the white trash slut I wish I was."" for teenage girls with shitty tasted in music."	0
Hey ladies can i ask you a question ? Why do yall niggas be so fkn LAME ! It be the baddest bitches wit the LAMEST niggas	0
RT @Oreo: @Honda Wow, and we thought we were the only ones with a luxurious interior #OreoLove #StufOfLegend	0
RT @Now_Thats_Fresh: When you sit down and realize you really dont got bitches http://t.co/qdfHYALKA1	0
@allsportsbruh literally retarded. You were dropped on your head.	0
"@TimoteoSHonesto @vcortesusmc little punk, we should send his ass to Iraq for a few weeks! 
Little bitch would come home &amp; KISS THE GROUND!"	0
RT @johntherealman: &#8220;@gingerash2013: My main bitch and my side bitch mad at me but I could give two fucks&#8221; #twofucks&#9996;&#65039; &#127911;&#127911;	0
@10HSW @myluca01 @DenisGorman nothing like waiting till the last game of the season to peddle it shit website #heeb	0
See the jumbotron? That&#8217;s where the jig is	0
@TheRealSaigon What are you gonna do? I'ma chase you out the club, like mobb deep did to you, pussy.	0
RT @taysymonee: Some of you hoes got so much to say with so little&#128134;	0
@mrfoolycooly bitch ass scaring me! Lol you don't keep up with the new ones yet?	0
these hoes ain't loyal n these niggas ain't either!! fuck ah bitch get ah bird	0
Beans that were yellow before Friday night are brown now-a few green leaves curled-frost but not freeze-bean size reduced - top end shrinks	0
@MarketWiseNick In many areas has that look, but need to see bean count-said it before, beans are a bitch-tend to do what you don't expect	0
RT @BrooksBeau: Follow spree cunts. Just retweet this #followmeBeau	0
@DoeMostDope @mattrbennett209 @JohnnieGoings ha booner has that twitter @boone_boone5356 ha	0
Early morning beer as a reward for waking up and taking the trash out	0
RT @WhitesOnly_1: #niggers! http://t.co/Hb3uJaLky2	1
RT @IEatHeartsBitch: If you tell her the dick good she gone wanna try, tell her it's wack she gone wanna see for herself. A hoe gone be a h&#8230;	0
RT @Dalilaaaaaa__: Flappy birds cheat codes http://t.co/nu6GjYQDJJ	0
RT @AIanHangover: No girl sucks dick but somehow all dudes get head. Dudes only fuck bad bitches yet all these ugly girls getting pregnant.&#8230;	0
Cardinals score 1st. They lead 1-0 in the top 3rd with birds on base. #NLCS #SFvsSTL	0
Charlie is an ol' hatin' fool! #Scandal	0
Broner would still knock half u niccas out	0
@KamRenee ugly nigger	1
RT @ConceitedNoRezn: So ike just had to punch a nigga for harassing a young lady on Ga ave and Florida Ave in nw dc #youoksis	0
Is there an additional charge for the pussy to listen to my personal problems?	0
Let her be a hoe, why you stopping her?	0
i'd go to jamaica n attend those wild dancehall events, to jus five star frog splash a bitch off a tree n get on #WSHH	0
@CuteCIothes @xo_shelbie go buy them bitches	0
RT @UNCLERUCKUS_BD: Somewhere in the ghetto it's a nigger getting shot over BBQ	0
RT @blangblangsich: What an inconsiderate bitch	0
"@sramirez07943 
I miss you too faggot &#128557;&#128522; http://t.co/vKYJGRIIFf"	0
RT @ShitPussiesSay: Lets butt chug Mikes Hard Lemonade	0
If i fucked her i know every niggah want her.	0
@_Leeyoo what niggah	0
Lmaoo we was sayin this same statement last year RT @DeeSwaggyJay93 Boozer is trash bro I'm done!! &#128514;	0
RT @burnthewitchxo: I probably am mentally retarded	0
aint shit pretty but my bitch and my mama .. anyone can get the drama	0
Crew neck ass nigguh	1
I'm boutta merk a nigguh	0
What the hell are we doing with pussy rules that soldiers don't carry weapons 24/7 on base? They are trained. Liberal crap &amp; people die.	0
RT @Jaystuh72: &#8220;@187XO_: ' Not playen that side niggah shit with mine .&#8221;omm	0
I got a thick ass neck, tho. 17 1/2 or 18 on these hoes. Can't zip my half zip fleece out this bitch.	0
I don't kick it with fuck nights and bitches	0
RT @jeffgallardo9: &#8220;@Sonali1123: Guys with colored eyes &#128525;&#8221; http://t.co/hwiPlPuxpQ	0
Lil bitch with enough ass &amp;&amp; a future &#128525;&#128536;	0
Gabby is such a hoe	0
All these bitches wanna be like Kim K and fuck their way into being rich but it don't work like that. Get a degree &amp; work a desk job you hoe	0
&#8220;@kriscope95: All people ever do on twitter is bitch. Get a mother fuckin diary.&#8221;&#128076;	0
Like freaky bitch but I fucks with her	0
A bad bitch who knows her cars&gt;&gt;&gt;	0
"This bitch tweeted ""Brb Gonna Take A Shower"" 2minutes later ""Back"" ...GET YO NASTY ASS BACK IN THAT SHOWER!"	0
These bitches washed up, ain't no soap involved.	0
no need to be a bitch.	0
lost a couple online matches in nhl14. bitch hit me with her car. dad ate my pizza. just one of those days	0
Bitches be in they feelings to much like live bitch	0
RT @Runyacheckup: Niggas and bitches gotta quit wit da money pics... If I can count it accurately it ain't enough &#128514;&#128514;&#128514;	0
@MikeDiggEm my phone was dead fag man	0
"RT @RappersSaid: When Tyler the Creator said ""Rape a pregnant bitch and tell my friends I had a threesome"" http://t.co/mBrtvpUaKt"	0
Yessir. You know this man RT @BryceHamilton11: @ItsNotHarold u got some pack fag boy I'm comin thru	0
Lilly just tried to climb up a tree after a bird and completely failed oh my god &#128514;	0
People are fucking retarded lol	1
im genuinely getting mad at this children's video game about mickey mouse and darkness and big keys	0
&#128557;&#128557; &#8220;@_____AL: Y'all be tweakin wit that WCE shit. Ain't no way in hell u like that bitch every single day.&#8221;	0
Can't stand a nigga that curve his boys for some hoes	0
I fucked the bitch I used to dream about and coulda died when I came from disbelief. Nah I dont wish to speak on her name that shit is weak	0
#IDontHaveTimeFor Ratchet hoes.	0
@tayjrobin @AlmondMlk follow the system and you'll practically be swimming in pussy	0
@LLTJae @kolbyXdelce this hoe &#128293;&#128293;	0
RT @jakesiwy: @bhasfurter pussy	0
Superman your ho, eyyyy	0
@WendyGAv says the pedophile promoting dolt. LMAO #teabagger	0
"RT @IAmNiaRich: Nigga screamed like a Lil bitch lol 

https://t.co/b1qBnDPxdv"	1
Im about to get all the pussy.	0
RT @SeQuoia_Gabris: &#8220;@UeonoYungJumbo: @SeQuoia_Gabris yeah hoe!&#8221; But the babies are innocent lol so Gabriella still got her sister a birthd&#8230;	0
RT @MyDadAtTheStore: If my son ever turn out gay ima have to get his mom and let this nigga know what a pussy feel like	0
RT @RealSexNotes: Sex on 1st date dont mean you a hoe, waiting 90 days wont make you a wife, cute pics dont mean y'all happy, having a titl&#8230;	0
You always find something to bitch about.	0
RT @OTBVA: mook gon wi 3-0 but this battle is bad	0
&#8220;@DAMNfuckNEE I just wana eat some food. Drink some liq. Go to this party. And have a bad bitch waitin on a nigga when I return.&#8221;&#8221;	0
RT @TaeCocky: I heard you wit that bitch that everybodyyyyy fuckingggggg	0
"I was literally ""trappin"" when Drake dropped that ""Take a bitch from any nigga, that's what we do!"" line. I can taste the Hennessey now"	0
Experience Charlie. Married woman who loves hot phone sex with strangers. Can you get me off? - 27 http://t.co/BjymDFo7pF	0
RT @KingLekan90210: I forgive all u hoes/girls	0
Someone shut this beaner up please.	1
Yo bitch wanna fuck the squad	0
"RT @erikxrosa: The ones we really like , we can't get.
But if you got the one you really like then you a lucky bitch."	0
Like these nigguhs pussy there's no other thesis	0
Do you know where I grew up Skippy? @mouzone_brother @psherm07 @EchoesErrant @gigg423 @jstines3	0
Thanks Charlie @Charlie4927 @RevkahJC @StacyDmomof5 @PattiSM74 @cantUCIMblonde @Kacado	0
"Hoes will put ""With ya man &#128540;"" as the location in their bio then get mad when you think they a hoe.."	0
Why do visiting teams WHINE about right field as if it is longer for their batters. #Yankees #YankeeStadium	0
Nigga you a pussy, hope you got 9 lives.	0
Sub tweeting and uoeno lol bitch	0
You say that bitch bad but she ain't shit to me !	0
Flappy bird is gonna be the death of me	0
&#8220;@SimplyHype: @kobebryant shut the fuck up, you fucking trash nigga, work on another ring&#8221; http://t.co/6RleNKR7EE	1
"RT @jenebooks: @WhistGoddess i was about to be like ""r u queer"" but c'mon Jen do u even need to ask"	0
Hahahaa so people can't parent differently...? Twitter is fuckin trash ahahahha http://t.co/b6koSBMzBz	0
I'm thankful for dem big booty hoes doe #realtalk	0
RT @DatDudeTorey: Aw damn, Haven't hug a bitch in a while.	0
Fuc u say ? &#8220;@AyyyeThatsChubb: All these hoes look good on IG&#8221; http://t.co/PlsFL84cDp	0
&#8220;@CiddyP_60: I wouldn't trust a male cheerleader @ All cuz .&#8221; Cimarron got one &#128514; &amp; he got ALLLL the bitches	0
"RT @cuposyrup: What females do on twitter:

1. Brag bout loyalty 
2. Call other females hoes
3. Song lyrics
4. Complain bout cramps
5. Twee&#8230;"	0
I swear bitches is looney I like a pic ...&amp; I'm fucking that bitch&#128514;&#128514;&#128514;	0
RT @1stblock_thomas: @1stBlocJeremiah @LowworldsFinest Nah boa That nigga Wayne run his mouth like a hoe &amp; my girl ain't No hoe so Chill wi&#8230;	0
"RT @IamJAMIENICOLE: From both K. Michelle and Keyshia Cole lol ""@viaNAWF: More bitter hurt bitch music on the horizon."""	0
RT @KINGTUNCHI_: I make bitches fly like peter pand tho	0
Love is a bird of flames. Thank you for that song @DAVID_LYNCH @chrysta_bell	0
"RT @AshAmador: Started off with a OZ
End up riding fo' deep
Pull up to that club like muthaufckin ho you don't know me&#127926;"	0
Lmao shorty twitter name is pussy 2 chubby...lmfao im dead	0
She think she bad but my bitch meaner	0
Stiff armed his hoe ass lmao	0
Don't act all shy, bitch slop that up.	0
The homiez bitches like my homiez	0
When her pussy doesn't taste like pineapples http://t.co/tWpg0XXwbB	0
Ugly bitches post the most retarded shit on social media.	0
@Pete_OR i prefer zebra visually. Didn't know about lesser costs.	0
@midgetmadz shut your dirty dirt trap you limp knees, ashy footed, blue balls, isolated hamster wheel, no nipples bitch	1
@itsjaylaaa not a bitch that's for sure	0
&#8220;@annijohnesce: @100046729 grow up bitch &#128514;&#128514;&#128514;&#128514;&#8221; &#128514;&#128514;&#128514;&#128128; they was cute &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;	0
@kieffer_jason u want me to panda express so someone. Can break up the like fuck stick to plan and go to Plano get that bitch out your blood	0
this party goin be off the chain/bad bitches only http://t.co/Qx7BZLFh	0
You still that nigga b don't trip. They just hatin cause they got no bitches RT @THEOilogy: Nigga stole on me... Princess punch.	0
RT @NYTMinusContext: kill whitey	1
"RT @LesaMonroe: Fellas, guess what.. We don't like to be asked why were looking mean. It's called ""Resting bitch face."" WE JUST LOOK THIS W&#8230;"	0
@lettherainefall fag that's some gay ass shit	0
When jake from State Farm keep calling yo bitch but yall got progressive http://t.co/dnb0q5phVk	0
@corey_emanuel bet... My trash ass self is just that petty	0
RT @sorryimalex: idkmadz tbh I've seen you in recess at the monkey bars but I was too busy getting beat up lol ! we should talk more! rate &#8230;	0
@foreverschmoked vertical nip bars..I already have horizontal ones so I think it'll look hella cute	0
RT @crownkingz: Fuck these lancaster bitches they all the same	0
"RT @PowPowTheeEnd: Fucked all of tyga bitches ""@karyewest: 6God http://t.co/ltT5R4DRwL"""	0
RT @Kid_Flexin: @WeDont_SmokeREG lol thats grwn man shit...nd bitches b loven it &#128514;&#128527;	0
RT @Marckoo_yo: Youzza bitch	0
hoes get beat 2... n if any nigga knw me dey ah tell u I stay wit ah pistol n always ready to squeeze	0
All bitches do is graduate, get pregnant n become CNAs &#128557;&#128557;&#128557;&#128557;	0
Idont want a Bestfriend Boyfriend homeboy nor homegirl... fuck all yall bitches ctfu idc idc	0
This bitch is so annoying&#128530;&#128530;	0
@MosoKnowso @ShaeGreyyy thats a goddamn terrible joke you gbe lookin bitch	0
RT @quecaine: white bitches love cocaine	0
RT @KINGTUNCHI_: I need a new bitch !	0
Make up artists = cover up for selling pussy or second gig for bartenders or students	0
Me and my nigguh stay doin it	0
RT @usmntHistory: On this #USMNT day 2014, the Yanks advanced out of the #GroupOfDeath despite a 0-1 loss to #GER.	0
bitches already twerkin on cinegram, this shit may jus be better than instagram	0
@Mimistheone stop trolling me u creepy ass cracker!!!	1
@King_Albert21 @Ceto_13 u pulled.that queer shit as spon as u put no homo lol	1
I'm boutta deck this bitch in the face .	0
@Wimp_W_Diesel real shit bro yo hoe told me if Smoothie King had straws i ca fuck	0
@oVoshubham No the fuck am not bitch how bout u get out there bitch ass Nigga stupid ass	1
Niccas be gassing hoes they never gone pop .. Smh ... Prolly never gone meet her! #WastedEnergy	0
"@Cyberobama @eReIevant 
plot twist he is a faggot"	0
"""@glowstruck: But a nigga gon be a nigga, be a nigga."" You sound fuckin retarded"	0
Giants you bitch	0
RT @TheRaceDraft: Karate bitch https://t.co/UtEUTZkjOk	0
ion have hoes so really you have no reason to worry about me cheating. if anything ill cheat on you with my left hand lbr	0
#DegenerateArtist Can't do it ALL on CARD&gt; I'm not a French Muslim retard&gt; I don't expect or demand a child bride yard, cuz I got MAN DICK&gt;	0
I'm Pregnant Charlie Brown! #WorstPeanutsSpecialEver	0
@argylegray @JTrevorHowerton @HollyRFisher I don't give a flying fuck what you think about my tweets, worthless teabagger scum.	0
' Up runnin these 2K fades with ma niggah Tyreon &#1043323;&#1043359; Leo KO'd lmfaoo	0
The fact that the #Bruins drafted a Yankees fan just goes to show how weak the scouting staff is IMO. Didn't do their homework. #firechoreli	0
RT @NoMeek_JustMilz: I honestly hate women who bitch &amp; complain about a nigga playing video games when he still makes time for yall...them &#8230;	0
@xTee_kay_ohx @PennyTheGOAT it makes you a nigger fucking a goat.	0
@billyrunaway Hope she's larger than a bird.	0
"@iLikeGirlsDaily ""rate my hoe"" @MakeItKNasty"	0
"""@_simplycaitlin: why do my friends hate me"" because you a ratchet hoe.."	0
""" @rhythmixx_ :hobbies include: fighting Mariam""

bitch"	0
RT @TerryisBetter: What faggot complained about stretch marks?!? My nigga them shits taste like the swirls on cinnamon toast crunch http://&#8230;	0
RT @NoChillPaz: When a bitch says you're broke http://t.co/yFsL9rNK0j	0
RT @OleNoHoes: Got a bad ass bitch just bouncing on my dick!	0
I don't fck wit those luvv... RT @_swishaas: &#8220;@11wdNICK: who's pussy better then a crazy bitch?&#8221; Apparently thots &#128530;	0
RT @Murica_FuckYea: City bitches &#128514;&#128514;&#128514;&#128514;#starbucks #uggboots #Jellydoughnuts https://t.co/VVIT8HP40t	0
"RT @RonTheAnchorman: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 &#8230;"	0
"Girls be like ""1/13/13 I love you babe &lt;3"" bitch isn't that today?"	0
Get on your shit hoe.	0
RT @Yankees: Congrats to Derek Jeter, who will start at shortstop in his 14th and final All-Star Game! #FarewellCaptain http://t.co/5nhtJOx&#8230;	0
bad bitch with me trying to blow me like a fuse	0
RT @MasterChefSweg: Basic bitch starter pack http://t.co/ehE4QBUVuJ	0
lil spook and yung lean and robb all night	0
thank god FOB didnt come back doing some shitty arena tour. #iwaited5yearsforfobandiallgotwasthisshittyarena SYKEEEE	0
"I hate when bitches keep saying ""yassss like"" like bitch u sound stupid stfu"	0
that lil bitch released the exclusive shower photos between niggas. #trustisbroken	0
@Mariamyepii cuz bitches love cheesy	0
RT @Comp10Tx: Rihanna really is trash	0
"RT @yungtfti: If a bitch says ""eeeeeee"" she a hoe"	0
@karlina_marie your pussy not mine &#128514; do you &#128526;	0
It's a lot of Uncle Tom ass niggas out here.	1
"""He a bitch for hitting that hoe"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"	0
I'm such a retard sometimes.	0
I ain't stressin you hoes. Know dat &#128133;&#128129;&#128068;	0
@MrMooncricket @AtBlackface @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 bitch I'm proud to be black, ur a samba	0
RT @cocaLove_: bitch be working and keep singing like she ain't never bust a move &#128539;	0
RT @thecoreyholcomb: All these bitches somewhere coughing like a mug http://t.co/Pow2SHkwIz	0
Come her lil bitch I want that sloppy toppy	0
RT @TheCockiestMan: Do I have time for these hoes? http://t.co/OHKWCg9ldW	0
RT @FoodPornsx: Deep Fried Oreos &#128588;&#128069;&#128166; . http://t.co/dy7QT1Jtlg	0
spring break bitches	0
jm sorry to hear this RT @FreeYBB: I'm going to chipotle for the first time. It better not be trash.	0
Charlie xcx is bae	0
@NoShtickZone I called him a pussy and got blocked real quick by him and Bobby Kelly. I cant say I upset about it.	0
RT @patbeeh95: @iDocLyfe Rick James ain't even slap his bitches that hard	0
RT @_BredDIFFERENT: Niggas will fuck yah good , eat ya pussy then go home to they bitch like ain't shit happen &#128553;&#128530;	0
@CAntista @Brelston @hEnereyG Eating a roasted potato and smiling till my cheeks are sore; the crow SFX in this Cape Crisis are super-great	0
"""@TheRealRickyB21: @JetsAndASwisher @Gook____ y'all come through the front.""bitch I ain't coming"	0
RT @MyFriendsRap: After ya girl walks in ya crib and has hoes for ya niggas. http://t.co/lE1r8tiwD1	0
Trainer lady is a bitch, shook my hand made me promise her I'ma study for a test tomorrow, and idk I don't like her she's trying to break me	0
"&#8220;@codizzlleee: @Satisfied_x @Stfu_NobodyCare well we all know Victoria's Secret now.&#8221;
Yea and we all the Cocoa Puff bird fucking"	0
Creeping Death still stuck in my head bitch	0
Yankee homeruns make me all tingly.	0
RT @DaMcGrizzlyBear: the ghetto if UD wins tonight: http://t.co/PkZmkn2WKo	0
"Never seen a tinted yellow tongue before. 

She just ate a lemon jolly rancher?"	0
@patarnold95 that hoe over there	0
RT @OnlyRosee: The way Tricksnipers act is just ugh. 89% of them are Chief Keef, Soulja Boy niggers. Absolute sewage waste	0
why is this thirsty white basic ass bitch still talking to me gtfo	0
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/FhGqF0RWBE	0
RT @MsKeShera_: these bitches be sending shots but be missing me ian been @'d yet you cant be dissing me!	0
DO IT DO IT! You'll still e a fag but do it(: &#8212; I'll pass Heidi. ;) http://t.co/UTttLmOLXO	0
"RT @NoWomanIsRight: Females say ""have a seat faggot"" &amp; they feel like they put a bullet in yo head"	0
Praise thy lord for this season of beanies that is upon us	0
RT @DRNRDX: @BrandonFxrd you're not safe pussy boy looooool http://t.co/TocJ1WxRYK	1
If I see another bitch with a rolly bag ima diesel that bitch	0
man I gotta hang out with snoop lion aka nemo hoes	0
Pizza and wings bitches	0
RT @DalaiLamaPosts: Even though a bird can fly, it must land on earth.	0
This girl is the nastiest skank bitch I've ever met. DO NOT TRUST HER. She is a fugly slut http://t.co/7sU1UIFUNS	0
Im the man around this bitch baby check out my wrist watch &#8986;&#128130;	0
RT @iFollowLesbians: Lol I have an obsession with smell goods. Candles...plug ins....spray...the smelly good wax thingys...pussy....	0
RT @YoShortyMa: I'll kill this bitch no hesitation http://t.co/UxePa9LVi5	1
RT @RT_America: Russell Brand mocks Bill O'Reilly for proposing Berlin Wall against immigrants (VIDEO) http://t.co/WtzD2MIBf6 http://t.co/A&#8230;	0
Don't follow the astros they said. They're trash they said. Well now look at them #astros	0
@davidly62793584 hahahaha, aw nut... We should try and capture that cunt	0
#bad #ass #local #bitches	0
RT @jaaaayr: pretty bitch is always comin thru &#9786;	0
I found your arm in that trash receptacle and your leg in the mud down by that stream.You should consider keeping better track of your limbs	0
@kieffer_jason restricton g means your license been revoked stop making excuses you a straight up bitch	0
RT @TaeCocky: She a hoe if her bday in september	0
@slayerific13 @daisymcgarr Like I said.. I might have to check but I'm just not sure bird shot counts as getting shot.	0
@potpwincess bitch was at a gas station puffin. I swear that's so trashy... Her nigga should put her in check..	0
I'm up hoe	0
RT @JustReIatabIe: when you die on flappy bird &#128514; http://t.co/Pu7uqxJFMc	0
RT @KxRxSxB: All I want for my birffday is a big booty hoe!! She gotta big booty so I call her big booty!! #LyricsYouLikeToScream	0
I absolutely love my Shanti regardless what we go through that's my bitch	0
RT @CraziestSex: Sex on 1st date dont mean you a hoe, waiting 90 days wont make you a wife, cute pics dont mean y'all happy, having a title&#8230;	0
I wonder if Philly fans aren't aware that they are complete cunts, or they ARE aware, but are just ok with it.	0
"@ToulaBaby faggot is a public spectacle. most gays are not fags.
public display gets public opinion."	0
Dumb cunt	0
@RniSwirvinn @LilKev_J no ur wrong stupid nigger	1
"RT @EmmGoldLA: A lot of ppl look at me like ""who the fuck does this bitch think she is"".... Ms. Goldschmied to you"	0
RT @thereal_EMandM: Yankee Doodle had a farm. Cotton farm	0
Peter Pan that ho never land that ho	0
Overall, this single life is about fun. Just do that and also get the nudes but don't leak em unless you're a faggot.	0
Where is @StephyRae7 ... I miss that bitch.	0
im watching you're next and this bitch just tried running outside and got her neck sliced	0
&#8220;@CiscoAllDay: @1Bcarter if by marrying her to avoid paying child support is a win then yeah lol&#8221;we don't see the hoes the same &amp; that's ok	0
RT @_POCAPetite: stick by his side and don't give his pussy up . .	0
' August Alsina Deserved that &#1043323;&#1043323;&#1043358; My niggah .	0
"RT @SteveStfler: A hoes favorite line is, ""Don't judge me, you don't know what I been through!""

Yeah I do... a lot of dick."	0
why bitches gotta be bitches	0
Niggahs watch who you fucking just to hate on your bitches	0
RT @ActuallyAmDolan: wen u look liek trash n sum1 complimentz u http://t.co/5AgYHBTFXh	0
@nightpurrowler @Oskzilla pussy shit!	0
You not playing me bitch I know wassup	0
@cb_marie bitch yessssssss&#128586;&#128551; omg I jus saw one of em yesterday I'm in disbelief I rode by like oh that's court bro now I'm lost	0
&#128588;RT @Ke2yourheart I don't want my man txtn, tlkn, lookin, yet alone speakin to you hoes. I'm not insecure at ALL. y'all hoes CANT BE Trusted	0
RT @mirah_101: I think I'm addicted to naked pictures and sitting taking bout bitches that we almost had&#128517;	0
These bitches love soda	0
"RT @Cheddar85: Dudes taking ""selfies"" aint cute. .... ya pussies"	0
&#8220;@swaqmagician: @100046729 wtf bitch!&#8221;dasss why I ain't come to practice	0
"""@StellaTex: Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy"	0
"@paolo Like...Charlie Chan-style? (Never saw that, either.) Hmm...makes me think of the ""Cockneys"" in the Killzone series."	0
RT @Tee_Affiliated: I'm that type of bitch to tell you I'm on my way knowing I just got in the shower	0
&#8220;@CaptainYankee2: Two of the best Yankees Derek Jeter and Joe Torre #JoeTorreDay http://t.co/XMyxfDBKOX&#8221; @jordan_luree	0
RT @FreeMolly_: @VoiceOfDStreetz my bad bro dem hoes heat tho &#128293;&#128293;&#128293;	0
What that bitch Tryna say	0
@DoughBoyFreco hahahhaha he had mad bitches &#128514;&#128514;&#128514;&#128514;	0
RT @DeRayDavis: There is no cure for Ratchet. It has to run its course in these bitches.	0
Wake up American sheeple nd stop allowing these pussy azz politicians who never bust a gun in they&#8230; http://t.co/rN6nnnynXv	0
Can this bitch hurry up... #INeedMyEigth	0
RT @kaaatt0: I'm snatching all your bitches at my leisuuuure	0
Who the fuck puts a block of cheese in they room without a refrigerator ghetto ass niggas eases, like that's just the thing to do wrong.	0
Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.	1
Hope you find a bitch with some ass that satisfies ya needs	0
I approve this message ! &#8220;@Ashley_NoMaryK: Good pussy is a mufucka. &#128522;&#8221; http://t.co/QPkCQHPyXP	0
RT @yglukeg: Why is Arizona hot as hell and then literally 5 minutes later it's fuckin Hurricane Katrina up in this bitch	0
I'd drive me crazy to have to be at that ghetto ass school everyday.	0
RT @_CollegeHumor_: One loyal girlfriend is worth more than one hundred hoes.	0
@johnwells__ fuck it hoes will be hoes.	0
RT @BongRipBo: @Thompson_Era Muhammad Ali. Roy Gracie out this hoe	0
@duhhvenuhh love you too bitch&#128129;&#128536;	0
Hoes get in this bitch ... Talk about irrelevant shit ... &#128514;&#128514;&#128514;	0
RT @HELL3RELL: Today is the only day you hoes get a pass for being a fool&#128514;	0
RT @angelalonz: I feel bad for these young girls that are already hoes.	0
@LeMochaMojito bitch bye.	0
@baaaabyshaaaay_ Yassss bitch!!	0
Money pussy &amp; freedom!&#128079;&#128588;&#128175;	0
i can be a sweetheart honestly, but being a bitch is my specialty	0
RT @Book_Krazy: I don't always get drunk and pass out but when I do, when did they start making colored duct tape?	0
RT @TweetBelow_: The person below is into big booty bitches&#128525;&#127825;	0
RT @AC_Hussle: When yall having a good day &amp; she brings up a bitch from Twitter http://t.co/LQVLDxOwsH	0
RT @ComplexMorality: When someone tweets these hoes aint loyal but they laid up at the crib looking like.... http://t.co/OV5Q8lVsjn	0
@_BeverlyNoHills you so fucking nasty. You got held to the wrong pussy. I'm telling , you bet not ever kiss me again!! I'm breaking up w| u!	0
@_xpriceless_ correction bitch yo illiterate ass wanna eat my pussy and I got some center street boys dat u can suck up nun major	0
I know you seeeeen my faceeeee gon send a bitch maa wayyyy	0
&#8220;@StognerAllie: Jealous bitches be like ...'&#128514;&#128530;&#127797;.' &#128514;&#128514;&#128514;&#128128;&#8221;&#128514;&#128514;&#128514; don't subtweet me hoe	0
@RobDa64 thanks!!! Now go clean that trash can ya lil nasty! Lol	0
wow im a bitch????? nice to fucking know.	0
A hunned hunneds nicca #LetsGetIt	0
@ramonastewart OK Now you're talking my language, none of this pussy-whipped RINO whining	0
&#8220;@JayGorgeous: i need more beanies&#8221;just ordered two true religion ones lol	0
I had wack dick until I started messing with white hoes. They stuck around &amp; let a young goon practice on em.	0
Dawg oriental flavored noodles go so fuckin hard b RT @J_Dun54: @ItsNotHarold Lmfaoo! Fuckin coon. Smh	0
@Adogg_34 RT @jb_barker10: Snapchat got hacked, all of you hoes about to have some explaining to do http://t.co/tworXRoJEI	0
&#8220;@LakeshoreJohnny: Eliot was a pussy.&#8221; MMMMMETHER	0
RT @HoodsButtCrack: @vegebitemeash 10 brownie points for you	0
RT @JStac825: There's coon classic (R. Kelly, Usher) and then there's classic (Stevie Wonder, Prince). Not that there's anything wrong with&#8230;	0
This is why my mother isn't allowed to make brownies http://t.co/h0cFT5wcBV	0
